code1_id,code2_id,label,jaccard_tokens,jaccard_bigrams,jaccard_trigrams,dice,levenshtein_dist,levenshtein_ratio,jaro,jaro_winkler,cosine_similarity,embedding_cosine,similarity_avg
243.java,155.java,1,0.5647058823529412,0.3723150357995227,0.3140495867768595,0.7218045112781954,1080,0.5221238938053097,0.7712623054447558,0.8627573832668535,0.7764469468781836,0.9011,0.6451739495114024
107.java,108.java,1,0.8627450980392157,0.5869565217391305,0.4857142857142857,0.9263157894736842,60,0.9105812220566318,0.8647817946398622,0.9188690767839173,0.8131416838443684,0.8998,0.8076561635878995
008.c,041.c,1,0.6593406593406593,0.3359073359073359,0.24290220820189273,0.7947019867549668,500,0.5069033530571991,0.7845022106790241,0.8707013264074145,0.7283366247905437,0.898,0.6468106339043372
105.java,103.java,1,0.8383838383838383,0.6577777777777778,0.5984848484848485,0.9120879120879121,727,0.6751563896336015,0.7724369964709616,0.8634621978825769,0.8096520905458636,0.8971,0.7805046723630423
117.java,119.java,1,0.582089552238806,0.4244604316546763,0.3270440251572327,0.7358490566037735,359,0.49649368863955123,0.8081904457269271,0.8849142674361563,0.8269223240150045,0.8952,0.6645737546080143
057.c,056.c,1,0.7532467532467533,0.42783505154639173,0.2742616033755274,0.8592592592592593,314,0.6104218362282878,0.8135049063833014,0.8881029438299809,0.8083402759535173,0.8915,0.7029414033136687
087.java,155.java,1,0.610062893081761,0.39195979899497485,0.32532751091703055,0.7578125,976,0.4966477565755544,0.7955657866371263,0.8773394719822758,0.8003146311781151,0.8906,0.6606255943740932
066.c,028.c,1,0.75,0.4188034188034188,0.25735294117647056,0.8571428571428571,194,0.6304761904761904,0.7620551378446114,0.8572330827067669,0.7231920200487483,0.8823,0.6820617386887848
048.java,258.java,1,0.5397727272727273,0.3310810810810811,0.2978723404255319,0.7011070110701108,1350,0.5535714285714286,0.7642415322136972,0.8585449193282183,0.8777600620049678,0.8823,0.6451390113297514
087.java,242.java,1,0.6770186335403726,0.42139737991266374,0.3684210526315789,0.8074074074074075,883,0.6328482328482328,0.7789884260213215,0.8673930556127929,0.8215067552207643,0.8753,0.694475660355015
048.java,257.java,1,0.5542857142857143,0.3145833333333333,0.27225130890052357,0.7132352941176471,1493,0.531974921630094,0.8073938110527591,0.8844362866316554,0.8576683483041657,0.8742,0.6455587798062102
032.java,030.java,1,0.7521367521367521,0.5903614457831325,0.5257731958762887,0.8585365853658536,285,0.8152948801036941,0.8278635783054424,0.8967181469832655,0.8008658008658008,0.8721,0.7710722650466921
108.java,113.java,1,0.8627450980392157,0.5869565217391305,0.4857142857142857,0.9263157894736842,60,0.9105812220566318,0.8610898115174993,0.9166538869104995,0.8131416838443684,0.8713,0.8038331443661462
071.c,072.c,1,0.6623376623376623,0.4549763033175355,0.3590733590733591,0.796875,587,0.5559757942511346,0.753178336789723,0.8519070020738339,0.8358319684992173,0.8639,0.6815617140380518
044.java,042.java,1,0.8118811881188119,0.558303886925795,0.4754601226993865,0.8961748633879781,418,0.7821782178217822,0.8123004162060807,0.8873802497236485,0.8109853565918065,0.8614,0.7662293668305877
086.java,155.java,1,0.6,0.37037037037037035,0.31063829787234043,0.75,1025,0.4948250369640217,0.7868627306448359,0.8721176383869016,0.7670451182767966,0.8572,0.6454510213905852
183.java,051.java,1,0.4325581395348837,0.2688588007736944,0.23946037099494097,0.6038961038961039,1304,0.5515818431911967,0.7969837633203878,0.8781902579922327,0.8402985941499713,0.8523,0.6071253193170457
090.java,089.java,1,0.71,0.49333333333333335,0.4431818181818182,0.8304093567251462,363,0.7209838585703305,0.8112558674652665,0.8867535204791599,0.7773134100099991,0.8513,0.7249479071961171
069.java,070.java,1,0.7720588235294118,0.5779569892473119,0.5131578947368421,0.8713692946058091,616,0.7694610778443114,0.8324142319766175,0.8994485391859705,0.8612746486740448,0.8492,0.7718157222000355
098.java,094.java,1,0.7054263565891473,0.5700934579439252,0.5100502512562815,0.8272727272727273,685,0.7370441458733206,0.8061047155017532,0.8836628293010519,0.8568159906468436,0.8478,0.7493633860427835
145.java,143.java,1,0.8314606741573034,0.540650406504065,0.4527027027027027,0.9079754601226994,460,0.7331786542923434,0.8172945809793569,0.8903767485876142,0.7397149550144374,0.8474,0.7511949091511692
147.java,146.java,1,0.660377358490566,0.49361702127659574,0.44274809160305345,0.7954545454545454,477,0.6861842105263158,0.8039696964175272,0.8823818178505164,0.7688410184946339,0.8466,0.708908195568195
053.java,052.java,1,0.5865384615384616,0.5111111111111111,0.4672131147540984,0.7393939393939394,248,0.7856525496974935,0.7945787709066584,0.876747262543995,0.7933258936154721,0.8455,0.7111179003956923
131.java,133.java,1,0.5816326530612245,0.45408163265306123,0.4027777777777778,0.7354838709677419,332,0.7436293436293436,0.8035681216827135,0.8821408730096281,0.7326094271081937,0.8367,0.6858470777655205
045.java,047.java,1,0.7628865979381443,0.5953488372093023,0.5418326693227091,0.8654970760233918,718,0.6364556962025316,0.7572142295526706,0.8543285377316023,0.8384409415989342,0.8291,0.742344953953254
140.java,142.java,1,0.7864077669902912,0.5941422594142259,0.5105633802816901,0.8804347826086957,345,0.7805343511450382,0.8104391020888638,0.8862634612533183,0.7947728711931942,0.8269,0.763384219441702
161.java,158.java,1,0.7821782178217822,0.6113744075829384,0.5684647302904564,0.8777777777777778,208,0.834920634920635,0.8112578255401727,0.8867546953241036,0.840423905419368,0.8264,0.7821724660752483
084.java,085.java,1,0.7388535031847133,0.5846867749419954,0.5245579567779961,0.8498168498168498,739,0.7238415545590433,0.8100252427151858,0.8860151456291115,0.832527903686813,0.8226,0.7525472145901898
216.java,211.java,1,0.5636363636363636,0.4185022026431718,0.3296296296296296,0.7209302325581395,440,0.6532702915681639,0.7945887492839602,0.8767532495703761,0.6711150918955572,0.8189,0.6497028678650403
108.java,112.java,1,0.8627450980392157,0.5869565217391305,0.4857142857142857,0.9263157894736842,90,0.8716119828815977,0.8522844770261445,0.9113706862156867,0.8131416838443684,0.8161,0.791804502770457
222.java,155.java,1,0.5384615384615384,0.4397163120567376,0.4281150159744409,0.7,1188,0.38636363636363635,0.6262722264408921,0.6262722264408921,0.7898540786650297,0.8095,0.5938394482670185
135.java,174.java,1,0.4146341463414634,0.27586206896551724,0.2222222222222222,0.5862068965517241,168,0.4893617021276596,0.7424198192319361,0.8454518915391617,0.6797220027685354,0.8072,0.5625645277498021
048.java,183.java,1,0.43317972350230416,0.27011494252873564,0.23833333333333334,0.6045016077170418,1387,0.5413359788359788,0.7885210382799658,0.8731126229679794,0.8346578549485464,0.8038,0.5986174557904316
049.java,050.java,1,0.5816326530612245,0.416289592760181,0.3665338645418327,0.7354838709677419,887,0.3848821081830791,0.7587947323786266,0.8552768394271759,0.542368936357763,0.8032,0.6049402886308471
087.java,222.java,1,0.5454545454545454,0.4520547945205479,0.44171779141104295,0.7058823529411765,1132,0.4161939143888602,0.6383832223496829,0.6383832223496829,0.8063980663333423,0.8016,0.6051186566387645
235.java,237.java,1,0.6625,0.5,0.4520255863539446,0.7969924812030075,2348,0.4497304898054839,0.6867782091829144,0.6867782091829144,0.551039478585594,0.8,0.6206493838126509
107.java,112.java,1,0.8461538461538461,0.5869565217391305,0.4857142857142857,0.9166666666666666,85,0.8787446504992867,0.842908389242488,0.9057450335454929,0.8172588832487311,0.7919,0.7857831418677698
112.java,113.java,1,0.8461538461538461,0.5869565217391305,0.4857142857142857,0.9166666666666666,89,0.8730385164051355,0.8393997396299048,0.9036398437779428,0.8172588832487311,0.7908,0.7844031448150715
004.java,003.java,1,0.5714285714285714,0.40977443609022557,0.3564356435643564,0.7272727272727273,404,0.7253569000679809,0.8366629132755933,0.9019977479653559,0.7629768817310891,0.7867,0.6754006468217666
150.java,148.java,1,0.6695652173913044,0.45528455284552843,0.3724137931034483,0.8020833333333334,489,0.6453952139231327,0.7815957736606217,0.868957464196373,0.7683761856773568,0.7867,0.6833746149034554
238.java,240.java,1,0.6190476190476191,0.5841121495327103,0.5504201680672269,0.7647058823529411,239,0.8063209076175041,0.8162324626093346,0.8897394775656008,0.8262529622570576,0.7838,0.7378479587833326
086.java,222.java,1,0.5806451612903226,0.45051194539249145,0.4298507462686567,0.7346938775510204,1222,0.397732873336619,0.6276393799806338,0.6276393799806338,0.8321172864848321,0.7824,0.6070256278094678
222.java,153.java,1,0.5555555555555556,0.3987138263665595,0.3839541547277937,0.7142857142857143,1197,0.3848920863309353,0.6418631832179259,0.6418631832179259,0.7851721827732979,0.7817,0.5875555429417454
079.java,078.java,1,0.5555555555555556,0.40772532188841204,0.3423076923076923,0.7142857142857143,504,0.6624246483590087,0.7629606477220819,0.8577763886332491,0.4992084267093648,0.7775,0.6199715994956754
008.java,010.java,1,0.6382978723404256,0.4739583333333333,0.3938053097345133,0.7792207792207793,657,0.47228915662650606,0.7911276557542575,0.8746765934525544,0.7719578486236893,0.7767,0.6635592832317843
188.java,190.java,1,0.7641509433962265,0.596078431372549,0.5577557755775577,0.8663101604278075,1364,0.5549755301794453,0.7204263395951594,0.8322558037570956,0.48777375866271677,0.776,0.6839696381076175
059.java,250.java,1,0.6296296296296297,0.06130268199233716,0.019801980198019802,0.7727272727272727,876,0.2651006711409396,0.7075398663759062,0.7075398663759062,0.15425787872090294,0.766,0.45376664968454605
059.java,159.java,1,0.6341463414634146,0.060836501901140684,0.019672131147540985,0.7761194029850746,880,0.273327828241123,0.7159296551536368,0.7159296551536368,0.15488750271568213,0.7654,0.45736100208458325
228.java,230.java,1,0.5811965811965812,0.37681159420289856,0.3069620253164557,0.7351351351351352,333,0.7456073338426279,0.8098246383632315,0.8858947830179389,0.6350817970449656,0.762,0.6487237653466482
224.java,221.java,1,0.6788321167883211,0.6274509803921569,0.5867768595041323,0.808695652173913,334,0.8431188351338657,0.823318199501669,0.8939909197010014,0.8753904310840868,0.7618,0.7665971104754606
182.java,181.java,1,0.7325581395348837,0.4189723320158103,0.30030959752321984,0.8456375838926175,764,0.5604142692750287,0.8040640470182175,0.8824384282109305,0.6213241996640027,0.7593,0.6583353996816346
072.c,062.c,1,0.3142857142857143,0.08823529411764706,0.0440771349862259,0.4782608695652174,1032,0.31700860357379224,0.7181464183822062,0.8308878510293237,0.47081104790748707,0.7586,0.4467014370941793
136.java,173.java,1,0.4095238095238095,0.13716814159292035,0.06810035842293907,0.581081081081081,444,0.6227697536108752,0.7787426867813253,0.8672456120687951,0.46110231589219736,0.7567,0.5202704176637715
022.java,017.java,1,0.8666666666666667,0.7777777777777778,0.6666666666666666,0.9285714285714286,9,0.9407894736842105,0.8458303292477769,0.9074981975486661,0.9565217391304349,0.7221,0.845824697699292
061.java,216.java,1,0.47619047619047616,0.23931623931623933,0.14545454545454545,0.6451612903225806,613,0.5072347266881029,0.8062754108568915,0.8837652465141349,0.7429007316603113,0.6746,0.5689887407781424
033.java,034.java,1,0.4583333333333333,0.3137254901960784,0.28846153846153844,0.6285714285714286,116,0.663768115942029,0.7403055242220954,0.8441833145332572,0.6885348702560594,0.5506,0.5751648461684244
156.java,131.java,0,0.47244094488188976,0.1761006289308176,0.10991957104557641,0.6417112299465241,2884,0.21927449918787223,0.6138085642977266,0.6138085642977266,0.33649071953249693,0.7439,0.43638385801340335
064.java,236.java,0,0.0975609756097561,0.0168,0.006719609040928528,0.17777777777777778,5547,0.09554867112343057,0.5523196049195569,0.5523196049195569,0.46760509523161087,0.6405,0.2896834820691797
238.java,149.java,0,0.16981132075471697,0.040625,0.022099447513812154,0.2903225806451613,971,0.2999279019466474,0.7552945264122145,0.8531767158473287,0.30970239914998415,0.7177,0.38429554358554063
049.java,168.java,0,0.1986754966887417,0.03684210526315789,0.018433179723502304,0.3314917127071823,1789,0.26800327332242224,0.632720266614497,0.632720266614497,0.3639743804234547,0.6083,0.34346229792860616
212.java,220.java,0,0.2564102564102564,0.062146892655367235,0.029411764705882353,0.40816326530612246,617,0.32346491228070173,0.7218254570451522,0.8330952742270913,0.35387953645219133,0.8213,0.42329970656475163
069.c,174.java,0,0.02564102564102564,0.0,0.0,0.05,720,0.13565426170468187,0.5436107137524624,0.5436107137524624,0.042702057614858666,0.3886,0.192202085829499
009.java,126.java,0,0.27555555555555555,0.09125,0.06906614785992218,0.43205574912891986,4130,0.28559072824770804,0.675096228250616,0.675096228250616,0.5673622559980733,0.6512,0.4135858770323791
052.c,012.java,0,0.07441860465116279,0.0035650623885918,0.0014727540500736377,0.13852813852813853,4168,0.13741721854304634,0.5571001709060338,0.5571001709060338,0.20793232217698782,0.462,0.23772604912778542
074.c,035.java,0,0.06375838926174497,0.008447729672650475,0.0017064846416382253,0.11987381703470032,4838,0.24770642201834858,0.7300186008364151,0.7570167407527736,0.16443768214567409,0.5956,0.29872954070710506
061.c,251.java,0,0.1276595744680851,0.005813953488372093,0.0,0.22641509433962265,741,0.25602409638554213,0.7010066409428563,0.7309059768485706,0.15736172036611185,0.6858,0.3212207840932401
244.java,056.java,0,0.18181818181818182,0.029616724738675958,0.012968299711815562,0.3076923076923077,3830,0.2906093721059455,0.6941195922373913,0.6941195922373913,0.5295760618919997,0.7887,0.39213557027041207
072.c,208.java,0,0.08130081300813008,0.021352313167259787,0.006369426751592357,0.15037593984962405,752,0.2517412935323383,0.7245164723026561,0.7520648250723906,0.3514226177753626,0.545,0.3204604112732616
004.java,167.java,0,0.19607843137254902,0.03926701570680628,0.02112676056338028,0.32786885245901637,1504,0.29223529411764704,0.7196526094598749,0.7196526094598749,0.43690506639301313,0.5518,0.3671762932813513
069.c,102.java,0,0.08403361344537816,0.0038314176245210726,0.0,0.15503875968992248,864,0.2702702702702703,0.7106937090801769,0.7396243381721592,0.06409664513961218,0.6473,0.2972098614913378
053.java,091.java,0,0.3,0.07553956834532374,0.04950495049504951,0.46153846153846156,755,0.34745030250648223,0.7519496162455761,0.8511697697473457,0.42771615307191974,0.6981,0.4403298691055732
244.java,004.java,0,0.2185792349726776,0.05555555555555555,0.026365348399246705,0.35874439461883406,2091,0.2942963212959838,0.6703532387878691,0.6703532387878691,0.49680503313851454,0.7082,0.38880581839517236
005.c,216.java,0,0.06201550387596899,0.0,0.0,0.11678832116788321,893,0.2520938023450586,0.6732216909326727,0.6732216909326727,0.09759129461761132,0.7383,0.290359144874652
045.java,048.java,0,0.2786885245901639,0.05991735537190083,0.03008849557522124,0.4358974358974359,2146,0.29034391534391535,0.7239170056256489,0.8343502033753893,0.4910731396711839,0.6546,0.42209734171676216
175.java,230.java,0,0.3228346456692913,0.10031347962382445,0.0625,0.4880952380952381,1052,0.3715651135005974,0.7403271150897037,0.8441962690538223,0.38919474014569044,0.7492,0.4520251779086853
193.java,218.java,0,0.1691542288557214,0.03198653198653199,0.015006821282401092,0.28936170212765955,6837,0.14708083832335328,0.56492882908105,0.56492882908105,0.3132112717902879,0.6156,0.3012510058364506
208.java,020.java,0,0.12315270935960591,0.03557312252964427,0.010256410256410256,0.21929824561403508,2932,0.17940106353204588,0.5926890931241138,0.5926890931241138,0.4035376929663436,0.4983,0.29498860338959026
040.java,093.java,0,0.1867704280155642,0.02929427430093209,0.01847826086956522,0.31475409836065577,3633,0.27859412231930103,0.7617699518062157,0.8570619710837294,0.47909942369946185,0.5997,0.39172472560615834
223.java,097.java,0,0.09090909090909091,0.022670025188916875,0.009765625,0.16666666666666666,4828,0.029547738693467385,0.5200533278638089,0.5200533278638089,0.18511607540343122,0.3334,0.20868687528768784
135.java,206.java,0,0.2857142857142857,0.1282051282051282,0.07228915662650602,0.4444444444444444,221,0.32826747720364746,0.7269700414280943,0.8361820248568566,0.4348611767670153,0.6721,0.4365593039162198
064.c,113.java,0,0.03225806451612903,0.0,0.0,0.0625,508,0.23262839879154074,0.6758242479968475,0.6758242479968475,0.046710283295009515,0.4777,0.24482724917737494
246.java,139.java,0,0.195,0.044715447154471545,0.023297491039426525,0.3263598326359833,2331,0.25835189309576834,0.627016023282689,0.627016023282689,0.5132868507639878,0.8423,0.38414928458389064
044.java,179.java,0,0.17482517482517482,0.040345821325648415,0.02368421052631579,0.2976190476190476,1314,0.3152683689421574,0.7141625522719789,0.8284975313631874,0.3784470679265242,0.4572,0.35889441942222605
044.c,198.java,0,0.11386138613861387,0.007518796992481203,0.0,0.20444444444444446,2247,0.21924947880472545,0.621691258896513,0.621691258896513,0.2145000334183296,0.6894,0.29915073973240225
052.java,241.java,0,0.27044025157232704,0.085,0.04157549234135667,0.42574257425742573,1473,0.29352517985611515,0.6753814263075036,0.6753814263075036,0.5249077005571698,0.6074,0.39992822791104465
042.c,001.c,0,0.308411214953271,0.06713780918727916,0.049689440993788817,0.4714285714285714,920,0.32650073206442165,0.6961025193434431,0.6961025193434431,0.36661456690403516,0.8481,0.4255652638020282
032.java,255.java,0,0.12844036697247707,0.05314009661835749,0.03879310344827586,0.22764227642276422,1411,0.08554763447828906,0.5587975616857807,0.5587975616857807,0.36814721397002653,0.2466,0.2517673128090835
011.c,111.java,0,0.096045197740113,0.023696682464454975,0.006237006237006237,0.17525773195876287,2371,0.19408565601631544,0.5971806138294796,0.5971806138294796,0.2657630564618385,0.6402,0.2884051731708278
086.java,082.java,0,0.2972972972972973,0.0748792270531401,0.028747433264887063,0.4583333333333333,1416,0.3021192705766388,0.7294987372361397,0.8376992423416838,0.50094540123321,0.7405,0.4411133269262589
