code1_id,code2_id,label,jaccard_tokens,jaccard_bigrams,jaccard_trigrams,dice,levenshtein_dist,levenshtein_ratio,jaro,jaro_winkler,cosine_similarity,embedding_cosine
035.java,040.java,0,0.4793814432989691,0.28350515463917525,0.21372031662269128,0.6480836236933798,363,0.5291828793774319,0.7844273086874484,0.870656385212469,0.6253234769689812,0.9232
025.c,042.c,0,0.42857142857142855,0.10232558139534884,0.044534412955465584,0.6,335,0.39530685920577613,0.771861795062605,0.863117077037563,0.4763978573044595,0.9223
026.c,043.c,0,0.5862068965517241,0.375,0.29310344827586204,0.7391304347826086,158,0.7068645640074211,0.7977480956584472,0.8786488573950683,0.8875570049697868,0.9218
025.c,045.c,0,0.4625,0.07042253521126761,0.03347280334728033,0.6324786324786325,313,0.3519668737060041,0.7972607103041885,0.8783564261825131,0.48321008117441666,0.9215
252.java,102.java,0,0.3978494623655914,0.12380952380952381,0.07053941908713693,0.5692307692307692,541,0.2401685393258427,0.7847182845120576,0.8708309707072346,0.6056996511361975,0.9212
010.c,007.c,0,0.3829787234042553,0.18823529411764706,0.0782608695652174,0.5538461538461539,294,0.4389312977099237,0.729486121428184,0.8376916728569104,0.7382990351664577,0.9198
102.java,230.java,0,0.3805309734513274,0.12260536398467432,0.08108108108108109,0.5512820512820513,499,0.29420084865629426,0.7576902397973994,0.8546141438784396,0.610864838862777,0.9192
040.c,043.c,0,0.5789473684210527,0.30357142857142855,0.17333333333333334,0.7333333333333333,230,0.5708955223880596,0.7752291199326903,0.8651374719596142,0.8075913002336212,0.9189
031.c,034.c,0,0.5555555555555556,0.21393034825870647,0.14601769911504425,0.7142857142857143,258,0.4931237721021611,0.8007736642900283,0.8804641985740169,0.7134778343871178,0.9185
065.java,068.java,0,0.5425531914893617,0.3103448275862069,0.21518987341772153,0.7034482758620689,214,0.6198934280639432,0.8089415122556302,0.8853649073533781,0.8635864432683351,0.9179
050.c,070.c,0,0.484375,0.19047619047619047,0.10365853658536585,0.6526315789473685,294,0.4378585086042065,0.7841142317590063,0.8704685390554038,0.7024688306880782,0.9178
025.c,034.c,0,0.4044943820224719,0.05853658536585366,0.03125,0.576,296,0.41846758349705304,0.8025617395093466,0.8815370437056079,0.5352730952675341,0.9174
070.c,064.c,0,0.4090909090909091,0.15267175572519084,0.09523809523809523,0.5806451612903226,286,0.44140625,0.7824944690265486,0.8694966814159292,0.6793436182669896,0.9171
252.java,124.java,0,0.32978723404255317,0.12935323383084577,0.06986899563318777,0.496,482,0.3230337078651685,0.772992752045974,0.8637956512275844,0.6043621212824017,0.9171
031.c,005.c,0,0.35353535353535354,0.0875,0.05725190839694656,0.5223880597014925,311,0.3613963039014374,0.7871475352632498,0.8722885211579499,0.6309644403754454,0.9169
057.java,196.java,0,0.48514851485148514,0.13452914798206278,0.05747126436781609,0.6533333333333333,390,0.36378466557911904,0.8034752842258251,0.8820851705354951,0.6877067783778344,0.9167
216.java,102.java,0,0.5483870967741935,0.19047619047619047,0.12177121771217712,0.7083333333333334,546,0.2710280373831776,0.7689613162389368,0.8613767897433621,0.7136859864779347,0.9167
052.c,070.c,0,0.5333333333333333,0.28,0.1951219512195122,0.6956521739130435,278,0.45703125,0.7799548237294269,0.8679728942376561,0.8170286126916667,0.9158
053.c,030.c,0,0.49038461538461536,0.23389830508474577,0.18618618618618618,0.6580645161290323,120,0.6480938416422287,0.81888410843864,0.891330465063184,0.6107586828537781,0.9157
022.c,048.c,0,0.3465346534653465,0.07860262008733625,0.03875968992248062,0.5147058823529411,361,0.32397003745318353,0.7725940728852514,0.8635564437311508,0.4871531320283937,0.9157
025.c,051.c,0,0.47435897435897434,0.07075471698113207,0.037815126050420166,0.6434782608695652,312,0.3709677419354839,0.7929345352498696,0.8757607211499218,0.4878903347861274,0.9154
025.c,022.c,0,0.5058823529411764,0.18627450980392157,0.1111111111111111,0.671875,297,0.4438202247191011,0.8104157258514176,0.8862494355108506,0.6127839334455945,0.9145
171.java,002.java,0,0.47191011235955055,0.1319796954314721,0.06363636363636363,0.6412213740458015,365,0.4401840490797546,0.794975521828011,0.8769853130968066,0.5903714411333565,0.9139
216.java,230.java,0,0.4017094017094017,0.14606741573033707,0.09634551495016612,0.573170731707317,446,0.40453938584779703,0.7770990497490761,0.8662594298494456,0.6415718256648918,0.9137
031.c,015.c,0,0.41935483870967744,0.11013215859030837,0.07258064516129033,0.5909090909090909,366,0.30418250950570347,0.7538060513309555,0.8522836307985733,0.5951236479472728,0.9136
031.c,025.c,0,0.336734693877551,0.09813084112149532,0.05531914893617021,0.5038167938931297,314,0.35523613963039014,0.7976580908590405,0.8785948545154243,0.5507573301073441,0.9134
032.c,026.c,0,0.41935483870967744,0.27,0.2,0.5909090909090909,184,0.6586270871985158,0.7709243926763668,0.8625546356058201,0.8235452568440373,0.9134
009.c,045.c,1,0.5538461538461539,0.2275449101796407,0.15306122448979592,0.7128712871287128,239,0.5377176015473888,0.7976812071948155,0.8786087243168893,0.5504282724656595,0.9134
040.c,007.c,0,0.5892857142857143,0.37383177570093457,0.25,0.7415730337078652,199,0.6287313432835822,0.8153545113243386,0.8892127067946032,0.8303127563902762,0.9132
067.c,029.c,0,0.4153846153846154,0.22123893805309736,0.13138686131386862,0.5869565217391305,247,0.5099206349206349,0.7603471118177,0.85620826709062,0.7559218124261168,0.9117
183.java,185.java,1,0.786096256684492,0.6666666666666666,0.6430020283975659,0.8802395209580839,183,0.7218844984802432,0.8411280751227012,0.9046768450736207,0.9254753875186231,0.911
105.java,103.java,1,0.8383838383838383,0.6577777777777778,0.5984848484848485,0.9120879120879121,29,0.9636135508155583,0.8491139489093965,0.9094683693456379,0.8096520905458636,0.9109
029.c,064.c,0,0.4084507042253521,0.18461538461538463,0.11875,0.58,309,0.396484375,0.7662097040877284,0.8597258224526371,0.5607108287482782,0.9108
031.c,054.c,0,0.3465346534653465,0.07296137339055794,0.03861003861003861,0.5147058823529411,312,0.368421052631579,0.7759975830744312,0.8655985498446588,0.574366978144867,0.9106
068.java,230.java,0,0.2900763358778626,0.08013937282229965,0.04375,0.44970414201183434,361,0.3818493150684932,0.7749655207877568,0.8649793124726541,0.5759160910675778,0.9105
026.c,007.c,0,0.4918032786885246,0.31683168316831684,0.203125,0.6593406593406593,218,0.5955473098330242,0.7864062713294211,0.8718437627976526,0.8479175797167291,0.9101
050.c,029.c,0,0.3972602739726027,0.21428571428571427,0.14285714285714285,0.5686274509803921,324,0.3804971319311663,0.7596688673617823,0.8558013204170694,0.6090126204894227,0.9099
054.c,006.c,0,0.42045454545454547,0.1,0.047619047619047616,0.592,310,0.3724696356275303,0.7524139493994397,0.8514483696396639,0.48170512038886354,0.909
124.java,077.java,0,0.42857142857142855,0.11946902654867257,0.0625,0.6,527,0.2935656836461126,0.7763813946306358,0.8658288367783815,0.5754712543450754,0.9088
010.c,043.c,0,0.3469387755102041,0.17647058823529413,0.08108108108108109,0.5151515151515151,264,0.41333333333333333,0.7604729890672927,0.8562837934403756,0.6849699813823787,0.9087
022.c,042.c,0,0.40425531914893614,0.13865546218487396,0.06810035842293907,0.5757575757575758,340,0.3862815884476535,0.7502739997736927,0.8501643998642157,0.6377491250225449,0.9084
009.c,051.c,0,0.5714285714285714,0.2289156626506024,0.15306122448979592,0.7272727272727273,259,0.49903288201160545,0.7799496383528594,0.8679697830117156,0.557182368863752,0.9082
032.c,013.c,0,0.375,0.2,0.1,0.5454545454545454,237,0.5031446540880503,0.7708816867679361,0.8625290120607617,0.7385387145114141,0.9077
004.c,029.c,0,0.46774193548387094,0.22727272727272727,0.1223021582733813,0.6373626373626373,232,0.5396825396825398,0.7501986432237215,0.850119185934233,0.7340064443692779,0.9075
054.c,045.c,0,0.40229885057471265,0.08482142857142858,0.046875,0.5737704918032787,311,0.37044534412955465,0.7663547572014391,0.8598128543208634,0.4842182945953593,0.9074
039.c,048.c,0,0.3564356435643564,0.06694560669456066,0.045627376425855515,0.5255474452554745,358,0.31285988483685223,0.7555193245447578,0.8533115947268547,0.40952608673762475,0.9074
051.c,005.c,0,0.42168674698795183,0.1145374449339207,0.07392996108949416,0.5932203389830508,298,0.39919354838709675,0.7779630131622541,0.8667778078973525,0.5273038565719365,0.9074
252.java,216.java,0,0.45263157894736844,0.12162162162162163,0.06349206349206349,0.6231884057971014,481,0.3578104138851802,0.7813538244262213,0.8688122946557327,0.6584344575435246,0.9073
065.c,005.c,0,0.39759036144578314,0.13716814159292035,0.03787878787878788,0.5689655172413793,309,0.35084033613445376,0.7524850626842361,0.8514910376105417,0.7397095054470543,0.9071
039.c,042.c,0,0.4,0.08139534883720931,0.05536332179930796,0.5714285714285714,328,0.40794223826714804,0.7433042881102687,0.8459825728661612,0.5050000024269512,0.907
054.c,025.c,0,0.39080459770114945,0.08780487804878048,0.03879310344827586,0.5619834710743802,303,0.38663967611336036,0.769090685566658,0.8614544113399948,0.5129343010292776,0.9067
050.c,010.c,0,0.3448275862068966,0.1553398058252427,0.07518796992481203,0.5128205128205128,305,0.41682600382409174,0.7631172531897867,0.8578703519138721,0.6692273956116883,0.9066
045.c,005.c,0,0.36363636363636365,0.07627118644067797,0.05343511450381679,0.5333333333333333,301,0.37681159420289856,0.7801391087836101,0.8680834652701661,0.4936325482572372,0.9063
065.c,033.c,0,0.4074074074074074,0.1643835616438356,0.05813953488372093,0.5789473684210527,255,0.37037037037037035,0.7804362167234166,0.8682617300340499,0.6541817743599464,0.9061
022.c,039.c,0,0.330188679245283,0.09652509652509653,0.04421768707482993,0.49645390070921985,333,0.3764044943820225,0.7531978067357308,0.8519186840414384,0.5294873223066083,0.9059
156.java,257.java,0,0.4370860927152318,0.1632183908045977,0.10037174721189591,0.6082949308755761,265,0.44676409185803756,0.7707584502183763,0.8624550701310257,0.48405943497549864,0.9059
054.c,042.c,0,0.37362637362637363,0.0815450643776824,0.0449438202247191,0.544,316,0.4296028880866426,0.752814662431326,0.8516887974587956,0.5079226791471692,0.9058
051.c,015.c,0,0.43209876543209874,0.07964601769911504,0.04743083003952569,0.603448275862069,353,0.3288973384030418,0.7499529776516937,0.8499717865910162,0.46798017518668805,0.9055
012.c,042.c,0,0.3707865168539326,0.08520179372197309,0.038910505836575876,0.5409836065573771,350,0.36823104693140796,0.7891860884693279,0.8735116530815967,0.5521191224557972,0.9051
252.java,068.java,0,0.2882882882882883,0.06751054852320675,0.030303030303030304,0.44755244755244755,446,0.3735955056179775,0.7453325579023066,0.847199534741384,0.6192437070847109,0.9049
013.c,026.c,0,0.3287671232876712,0.14634146341463414,0.08,0.4948453608247423,301,0.4415584415584416,0.7577926715393023,0.8546756029235814,0.7684630288641602,0.9038
056.c,002.c,0,0.4891304347826087,0.1506276150627615,0.08759124087591241,0.656934306569343,330,0.36416184971098264,0.7540624757900413,0.8524374854740248,0.5341168260361476,0.9037
042.c,034.c,0,0.449438202247191,0.09333333333333334,0.06746031746031746,0.6201550387596899,326,0.4115523465703971,0.7975694475811353,0.8785416685486812,0.5097997044125692,0.9036
006.c,034.c,0,0.4175824175824176,0.107981220657277,0.058333333333333334,0.5891472868217055,312,0.3870333988212181,0.7985878374120148,0.8791527024472089,0.6564386345361468,0.9028
066.c,012.c,0,0.3146067415730337,0.06842105263157895,0.009389671361502348,0.47863247863247865,360,0.3142857142857143,0.7554106203390663,0.8532463722034398,0.46891979444686627,0.9026
012.c,015.c,0,0.3522727272727273,0.09004739336492891,0.037815126050420166,0.5210084033613446,370,0.2965779467680608,0.7584289890905298,0.8550573934543179,0.5296232742976589,0.9025
156.java,238.java,0,0.532258064516129,0.2123076923076923,0.13367609254498714,0.6947368421052632,253,0.4718162839248434,0.7151982212666548,0.8291189327599928,0.5089416809488253,0.9025
238.java,257.java,0,0.4791666666666667,0.1650485436893204,0.11764705882352941,0.647887323943662,187,0.5289672544080605,0.7561864097626502,0.8537118458575901,0.573201654984046,0.9024
010.c,070.c,0,0.5208333333333334,0.2872340425531915,0.1875,0.684931506849315,247,0.517578125,0.7658528319450516,0.859511699167031,0.8233080454169015,0.9019
010.c,064.c,0,0.288135593220339,0.1320754716981132,0.06569343065693431,0.4473684210526316,286,0.44140625,0.7549724343654752,0.8529834606192851,0.6588435913905824,0.9018
025.c,048.c,0,0.4090909090909091,0.10362694300518134,0.05555555555555555,0.5806451612903226,299,0.38603696098562623,0.7935125087062701,0.876107505223762,0.4849419588431682,0.9018
194.java,134.java,0,0.5299145299145299,0.23722627737226276,0.17445482866043613,0.6927374301675978,142,0.6088154269972452,0.7968241986223171,0.8780945191733903,0.6505099828319767,0.9013
013.c,070.c,0,0.543859649122807,0.28440366972477066,0.1643835616438356,0.7045454545454546,264,0.484375,0.7805495064386773,0.8683297038632064,0.848499442558509,0.9009
052.c,064.c,0,0.35714285714285715,0.14388489208633093,0.05555555555555555,0.5263157894736842,323,0.369140625,0.7673532779404656,0.8604119667642793,0.6021707050134573,0.9009
038.java,050.java,0,0.2868217054263566,0.0625,0.030303030303030304,0.4457831325301205,284,0.3395348837209302,0.7215107073282944,0.7215107073282944,0.4159936904335299,0.9007
040.c,070.c,0,0.4057971014492754,0.1597222222222222,0.08333333333333333,0.5773195876288659,306,0.42910447761194026,0.7526812874259923,0.8516087724555954,0.7067591638924552,0.9006
054.c,012.c,0,0.36666666666666664,0.08571428571428572,0.02880658436213992,0.5365853658536586,323,0.38358778625954193,0.7638380002113765,0.8583028001268259,0.5342896488154736,0.9003
015.c,045.c,0,0.37209302325581395,0.05603448275862069,0.03515625,0.5423728813559322,353,0.3288973384030418,0.7419414742860474,0.8451648845716284,0.43543327031339285,0.9003
029.java,230.java,0,0.30833333333333335,0.09398496240601503,0.06756756756756757,0.4713375796178344,426,0.38968481375358166,0.7806345967237222,0.8683807580342333,0.5397608949571642,0.9003
238.java,011.java,0,0.4066666666666667,0.16578947368421051,0.11134903640256959,0.5781990521327014,301,0.3554603854389722,0.7327006048782853,0.8396203629269712,0.4705210119457044,0.9003
026.c,070.c,0,0.375,0.15037593984962405,0.0963855421686747,0.5454545454545454,305,0.43413729128014844,0.7868804337202455,0.8721282602321473,0.7117362295098206,0.9002
137.java,057.java,0,0.3904761904761905,0.11574074074074074,0.058333333333333334,0.5616438356164384,420,0.31484502446982054,0.7925034150990791,0.8755020490594474,0.4875749219757404,0.9
124.java,057.java,0,0.3333333333333333,0.07894736842105263,0.03515625,0.5,481,0.2988338192419825,0.7709271767401993,0.8625563060441196,0.4904329885141305,0.8999
107.java,108.java,1,0.8627450980392157,0.5869565217391305,0.4857142857142857,0.9263157894736842,60,0.9105812220566318,0.8647817946398622,0.9188690767839173,0.8131416838443684,0.8998
193.java,191.java,1,0.4847161572052402,0.40387722132471726,0.34827144686299616,0.6529411764705882,503,0.4290578887627696,0.8211230893113557,0.8926738535868134,0.661721791131426,0.8996
004.c,067.c,0,0.43636363636363634,0.23655913978494625,0.12931034482758622,0.6075949367088608,191,0.49336870026525204,0.781642548610589,0.8689855291663534,0.7881928621092276,0.8994
043.c,029.c,0,0.30434782608695654,0.17543859649122806,0.125,0.4666666666666667,300,0.40476190476190477,0.7503099017384732,0.850185941043084,0.5530303855243358,0.8993
032.c,046.c,0,0.39285714285714285,0.17647058823529413,0.09448818897637795,0.5641025641025641,242,0.47732181425485964,0.7802711590132204,0.8681626954079322,0.6893983824703255,0.8991
054.c,051.c,0,0.4457831325301205,0.1,0.05928853754940711,0.6166666666666667,322,0.35080645161290325,0.7627647005943253,0.8576588203565952,0.5116099912347429,0.8989
031.c,066.c,0,0.3402061855670103,0.11386138613861387,0.058823529411764705,0.5076923076923077,363,0.3085714285714286,0.7715370971421843,0.8629222582853106,0.5413127381832803,0.8988
031.c,039.c,0,0.46938775510204084,0.12601626016260162,0.06498194945848375,0.6388888888888888,315,0.39539347408829173,0.7671975638076952,0.8603185382846171,0.6764916299429439,0.8988
130.java,002.java,0,0.32710280373831774,0.0912863070539419,0.04150943396226415,0.49295774647887325,488,0.3268965517241379,0.7544926265007401,0.8526955759004441,0.5438619311646045,0.8988
124.java,196.java,0,0.4,0.1461187214611872,0.08984375,0.5714285714285714,479,0.3017492711370262,0.7799984268712651,0.8679990561227591,0.6097885857561498,0.8988
124.java,230.java,0,0.3482142857142857,0.10077519379844961,0.06228373702422145,0.5165562913907285,418,0.39067055393586003,0.7640908688820668,0.85845452132924,0.6107889805889404,0.8988
040.c,026.c,0,0.5362318840579711,0.2727272727272727,0.16279069767441862,0.6981132075471698,265,0.5083487940630798,0.7766888268989908,0.8660132961393945,0.7915517061861432,0.8987
012.c,045.c,0,0.367816091954023,0.07373271889400922,0.024,0.5378151260504201,334,0.36259541984732824,0.7546496926018996,0.8527898155611398,0.4955097263510392,0.8987
054.c,048.c,0,0.4659090909090909,0.11219512195121951,0.046218487394957986,0.6356589147286822,336,0.31983805668016196,0.7665600311194982,0.8599360186716989,0.5299936262422827,0.8985
238.java,221.java,0,0.44,0.17232375979112272,0.11674008810572688,0.6111111111111112,205,0.5330296127562643,0.7552507502621397,0.8531504501572839,0.5851170943477909,0.8984
025.c,039.c,0,0.35789473684210527,0.07296137339055794,0.04296875,0.5271317829457365,329,0.3685220729366603,0.7478068147434497,0.8486840888460698,0.4848496315216627,0.8983
026.c,046.c,0,0.3424657534246575,0.13076923076923078,0.07643312101910828,0.5102040816326531,305,0.43413729128014844,0.7737625248184994,0.8642575148910996,0.7183132882298973,0.8981
026.c,052.c,0,0.3116883116883117,0.13380281690140844,0.056179775280898875,0.4752475247524752,349,0.35250463821892397,0.7606543857338997,0.8563926314403398,0.6222195008450959,0.898
007.c,070.c,0,0.3898305084745763,0.2,0.1095890410958904,0.5609756097560976,312,0.40458015267175573,0.7663127719886927,0.8597876631932156,0.7518525194820023,0.8975
013.c,043.c,0,0.3728813559322034,0.1782178217821782,0.09523809523809523,0.5432098765432098,249,0.4779874213836478,0.7856078459721921,0.8713647075833153,0.7367248092463767,0.8974
252.java,057.java,0,0.35,0.10628019323671498,0.05217391304347826,0.5185185185185185,465,0.3469101123595506,0.7474574288585618,0.848474457315137,0.537539136828308,0.8973
